"Lesson 3 Vocabulary " "The Esperanto Teacher (by Helen Fryer) http://www.gutenberg.org"
"jaro" " year"
"kanto" " song"
"knabo" " boy"
"lilio" " lily"
"tranĉilo" " knife"
"dento" " tooth"
"agrabla" " agreeable, pleasant"
"akra" " sharp"
"delikata" " delicate"
"flugas" " fly, flies"
"diligenta" " diligent"
"lundo" " Monday"
"mardo" " Tuesday"
"merkredo" " Wednesday"
"ĵaŭdo" " Thursday"
"vendredo" " Friday"
"sabato" " Saturday"
"dimanĉo" " Sunday"
